Date,AAPL,GOOGL,MSFT,AMZN,NVDA,TSLA,META,NFLX,GC=F,SI=F,CL=F,NG=F,^GSPC,^IXIC
2024-02-08,186.73899841308594,144.91055297851562,408.7900695800781,169.83999633789062,69.60608673095703,189.55999755859375,467.120361328125,558.530029296875,2032.199951171875,22.565000534057617,76.22000122070312,1.9170000553131104,4997.91015625,15793.7099609375
2024-02-09,187.50352478027344,147.97938537597656,415.1473388671875,174.4499969482422,72.09686279296875,193.57000732421875,465.2419128417969,561.3200073242188,2023.300048828125,22.527999877929688,76.83999633789062,1.847000002861023,5026.60986328125,15990.66015625
2024-02-12,185.8156280517578,146.51943969726562,409.92535400390625,172.33999633789062,72.2117919921875,188.1300048828125,466.027099609375,557.8499755859375,2018.199951171875,22.708999633789062,76.91999816894531,1.7680000066757202,5021.83984375,15942.5498046875
2024-02-13,183.7206573486328,144.1458282470703,401.1001281738281,168.63999938964844,72.09185791015625,184.02000427246094,457.30084228515625,554.52001953125,1992.9000244140625,22.09600067138672,77.87000274658203,1.6890000104904175,4953.169921875,15655.599609375
2024-02-14,182.83702087402344,144.94033813476562,404.9768981933594,170.97999572753906,73.86296844482422,188.7100067138672,470.3802490234375,579.3300170898438,1990.300048828125,22.33099937438965,76.63999938964844,1.6089999675750732,5000.6201171875,15859.150390625
2024-02-15,182.54908752441406,141.79205322265625,402.0791931152344,169.8000030517578,72.62157440185547,200.4499969482422,481.0643615722656,593.4600219726562,2002.0999755859375,22.91200065612793,78.02999877929688,1.5809999704360962,5029.72998046875,15906.169921875
2024-02-16,181.01014709472656,139.55746459960938,399.6067810058594,169.50999450683594,72.57659912109375,199.9499969482422,470.41998291015625,583.9500122070312,2011.5,23.43899917602539,79.19000244140625,1.6089999675750732,5005.56982421875,15775.650390625
2024-02-20,180.26548767089844,140.15335083007812,398.3507995605469,167.0800018310547,69.41719055175781,193.75999450683594,468.859619140625,575.1300048828125,2027.5,23.106000900268555,78.18000030517578,1.5759999752044678,4975.509765625,15630.7802734375
2024-02-21,181.02008056640625,141.57357788085938,397.74749755859375,168.58999633789062,67.43818664550781,194.77000427246094,465.65594482421875,573.3499755859375,2022.300048828125,22.85099983215332,77.91000366210938,1.7730000019073486,4981.7998046875,15580.8701171875
2024-02-22,183.05545043945312,143.1029815673828,407.1131286621094,174.5800018310547,78.49864959716797,197.41000366210938,483.66412353515625,588.469970703125,2019.699951171875,22.764999389648438,78.61000061035156,1.7319999933242798,5087.02978515625,16041.6201171875
2024-02-23,181.21864318847656,142.97390747070312,405.81756591796875,174.99000549316406,78.77749633789062,191.97000122070312,481.57476806640625,583.5599975585938,2038.5999755859375,22.9689998626709,76.48999786376953,1.6030000448226929,5088.7998046875,15996.8203125
2024-02-26,179.86834716796875,136.627685546875,403.0484313964844,174.72999572753906,79.05236053466797,199.39999389648438,479.29638671875,587.6500244140625,2028.5,22.517000198364258,77.58000183105469,1.659000039100647,5069.52978515625,15976.25
2024-02-27,181.32786560058594,137.9287109375,402.9891357421875,173.5399932861328,78.66156005859375,199.72999572753906,484.5794982910156,601.6699829101562,2034.0,22.523000717163086,78.87000274658203,1.6150000095367432,5078.18017578125,16035.2998046875
2024-02-28,180.12648010253906,135.44583129882812,403.2264404296875,173.16000366210938,77.62407684326172,202.0399932861328,481.56488037109375,596.47998046875,2033.0,22.40999984741211,78.54000091552734,1.8849999904632568,5069.759765625,15947.740234375
2024-02-29,179.46127319335938,137.51158142089844,409.0811767578125,176.75999450683594,79.07234954833984,201.8800048828125,487.64385986328125,602.9199829101562,2045.699951171875,22.666000366210938,78.26000213623047,1.8600000143051147,5096.27001953125,16091.919921875
2024-03-01,178.37905883789062,136.20062255859375,410.92071533203125,178.22000122070312,82.23775482177734,202.63999938964844,499.75213623046875,619.3400268554688,2086.89990234375,23.149999618530273,79.97000122070312,1.8350000381469727,5137.080078125,16274.9404296875
2024-03-04,173.85154724121094,132.43658447265625,410.34710693359375,177.5800018310547,85.19428253173828,188.13999938964844,495.6629943847656,615.8300170898438,2117.699951171875,23.77899932861328,78.73999786376953,1.9160000085830688,5130.9501953125,16207.509765625
2024-03-05,168.9070281982422,131.76124572753906,398.2123107910156,174.1199951171875,85.9249496459961,180.74000549316406,487.7334289550781,598.5,2133.5,23.76300048828125,78.1500015258789,1.9570000171661377,5078.64990234375,15939.58984375
2024-03-06,167.91416931152344,130.49990844726562,397.65850830078125,173.50999450683594,88.65969848632812,176.5399932861328,493.5736083984375,597.6900024414062,2150.300048828125,24.27199935913086,79.12999725341797,1.9290000200271606,5104.759765625,16031.5400390625
2024-03-07,167.7950439453125,133.4595184326172,404.63079833984375,176.82000732421875,92.62689971923828,178.64999389648438,509.5919494628906,608.510009765625,2158.0,24.3700008392334,78.93000030517578,1.8179999589920044,5157.35986328125,16273.3798828125
2024-03-08,169.5126953125,134.48248291015625,401.7429504394531,175.35000610351562,87.48823547363281,175.33999633789062,503.3836364746094,604.8200073242188,2178.60009765625,24.339000701904297,78.01000213623047,1.8049999475479126,5123.68994140625,16085.1103515625
2024-03-11,171.51829528808594,136.72698974609375,400.0617370605469,171.9600067138672,85.73503112792969,177.77000427246094,481.13702392578125,600.9299926757812,2182.5,24.511999130249023,77.93000030517578,1.7589999437332153,5117.93994140625,16019.26953125
2024-03-12,171.994873046875,137.55128479003906,410.7031555175781,175.38999938964844,91.87125396728516,177.5399932861328,497.2150573730469,611.0800170898438,2160.39990234375,24.194000244140625,77.55999755859375,1.7139999866485596,5175.27001953125,16265.6396484375
2024-03-13,169.9098663330078,138.83245849609375,410.52508544921875,176.55999755859375,90.84671020507812,169.47999572753906,493.0562744140625,609.4500122070312,2175.39990234375,24.958999633789062,79.72000122070312,1.6579999923706055,5165.31005859375,16177.76953125
2024-03-14,171.76651000976562,142.11978149414062,420.5335693359375,178.75,87.90404510498047,162.5,489.335205078125,613.010009765625,2163.0,24.874000549316406,81.26000213623047,1.7410000562667847,5150.47998046875,16128.5302734375
2024-03-15,171.3892364501953,140.2129364013672,411.8305969238281,174.4199981689453,87.7970962524414,163.57000732421875,481.6444396972656,605.8800048828125,2157.300048828125,25.200000762939453,81.04000091552734,1.6549999713897705,5117.08984375,15973.169921875
2024-03-18,172.4813995361328,146.66839599609375,412.72064208984375,174.47999572753906,88.41481018066406,173.8000030517578,494.4590759277344,618.3900146484375,2160.699951171875,25.090999603271484,82.72000122070312,1.7029999494552612,5149.419921875,16103.4501953125
2024-03-19,174.82455444335938,146.02288818359375,416.7655334472656,175.89999389648438,89.35739135742188,171.32000732421875,493.7228698730469,620.739990234375,2156.300048828125,24.964000701904297,83.47000122070312,1.74399995803833,5178.509765625,16166.7900390625
2024-03-20,177.3960723876953,147.72116088867188,420.5434875488281,178.14999389648438,90.33094787597656,175.66000366210938,502.9557800292969,627.6900024414062,2157.89990234375,24.933000564575195,81.68000030517578,1.6990000009536743,5224.6201171875,16369.41015625
2024-03-21,170.1481170654297,146.58895874023438,424.6378173828125,178.14999389648438,91.39346313476562,172.82000732421875,505.1844177246094,622.7100219726562,2182.39990234375,24.849000930786133,81.06999969482422,1.6829999685287476,5241.52978515625,16401.83984375
2024-03-22,171.0516357421875,149.7372283935547,424.0147705078125,178.8699951171875,94.24617004394531,170.8300018310547,506.99517822265625,628.010009765625,2158.10009765625,24.691999435424805,80.62999725341797,1.659000039100647,5234.18017578125,16428.8203125
2024-03-25,169.63185119628906,149.04205322265625,418.1995849609375,179.7100067138672,94.95883178710938,172.6300048828125,500.4684753417969,627.4600219726562,2174.800048828125,24.7450008392334,81.94999694824219,1.6150000095367432,5218.18994140625,16384.470703125
2024-03-26,168.5,149.63792419433594,417.0028991699219,178.3000030517578,92.51895141601562,177.6699981689453,493.3746032714844,629.239990234375,2175.60009765625,24.482999801635742,81.62000274658203,1.5750000476837158,5203.580078125,16315.7001953125
2024-03-27,172.07431030273438,149.83656311035156,416.78533935546875,179.8300018310547,90.20899963378906,179.8300018310547,491.35491943359375,613.530029296875,2190.60009765625,24.625,81.3499984741211,1.718000054359436,5248.490234375,16399.51953125
2024-03-28,170.2573699951172,149.89614868164062,416.08319091796875,180.3800048828125,90.31494903564453,175.7899932861328,483.1169128417969,607.3300170898438,2217.39990234375,24.797000885009766,83.16999816894531,1.7630000114440918,5254.35009765625,16379.4599609375
